file_path,label
person4_065.jpg,3
person4_066.jpg,3
person4_067.jpg,3
person4_068.jpg,3
person4_069.jpg,3
person4_070.jpg,3
person4_071.jpg,3
person4_072.jpg,3
person4_073.jpg,3
person4_074.jpg,3
person4_075.jpg,3
person4_076.jpg,3
person4_077.jpg,3
person4_078.jpg,3
person4_079.jpg,3
person4_080.jpg,3
person4_081.jpg,3
person4_082.jpg,3
person4_083.jpg,3
person4_084.jpg,3
person4_085.jpg,3
person4_086.jpg,3
person4_087.jpg,3
person4_088.jpg,3
person4_089.jpg,3
person4_090.jpg,3
person4_091.jpg,3
person4_092.jpg,3
person4_093.jpg,3
person4_094.jpg,3
person4_095.jpg,3
person4_096.jpg,3
person4_097.jpg,3
person4_098.jpg,3
person4_099.jpg,3
person4_100.jpg,3
